Date,Event_Name,User_ID,Session_ID,Time_on_Task_Seconds,Task_Completed,Retry_Attempts,Feature_Area,User_Role,Funnel_Step_Order
2024-12-09,Open_Assignments,T1043,S10043,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-09,Click_Create_New,T1040,S10040,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-09,Click_Create_New,T1041,S10041,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-09,Click_Create_New,T1042,S10042,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-09,Select_Content,T1040,S10040,45,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-09,Select_Content,T1041,S10041,51,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-09,Open_Differentiation,T1040,S10040,21,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-09,Configure_Levels,T1040,S10040,189,FALSE,4,Assessment_Assignment,Teacher,5
2024-12-10,Open_Assignments,T1044,S10044,12,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-10,Open_Assignments,T1045,S10045,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-10,Open_Assignments,T1046,S10046,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-10,Open_Assignments,T1047,S10047,14,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-10,Open_Assignments,T1048,S10048,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-10,Click_Create_New,T1044,S10044,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-10,Click_Create_New,T1045,S10045,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-10,Click_Create_New,T1046,S10046,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-10,Click_Create_New,T1047,S10047,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-10,Select_Content,T1044,S10044,48,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-10,Select_Content,T1045,S10045,42,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-10,Select_Content,T1046,S10046,55,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-10,Open_Differentiation,T1044,S10044,20,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-10,Open_Differentiation,T1045,S10045,23,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-10,Configure_Levels,T1044,S10044,156,TRUE,2,Assessment_Assignment,Teacher,5
2024-12-10,Configure_Levels,T1045,S10045,234,FALSE,6,Assessment_Assignment,Teacher,5
2024-12-10,Assign_To_Groups,T1044,S10044,74,TRUE,1,Assessment_Assignment,Teacher,6
2024-12-10,Complete_And_Publish,T1044,S10044,32,TRUE,0,Assessment_Assignment,Teacher,7
2024-12-11,Open_Assignments,T1049,S10049,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-11,Open_Assignments,T1050,S10050,13,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-11,Open_Assignments,T1051,S10051,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-11,Open_Assignments,T1052,S10052,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-11,Click_Create_New,T1049,S10049,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-11,Click_Create_New,T1050,S10050,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-11,Click_Create_New,T1051,S10051,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-11,Select_Content,T1049,S10049,46,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-11,Select_Content,T1050,S10050,52,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-11,Open_Differentiation,T1049,S10049,19,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-11,Configure_Levels,T1049,S10049,178,FALSE,4,Assessment_Assignment,Teacher,5
2024-12-12,Open_Assignments,T1053,S10053,12,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-12,Open_Assignments,T1054,S10054,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-12,Open_Assignments,T1055,S10055,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-12,Open_Assignments,T1056,S10056,14,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-12,Open_Assignments,T1057,S10057,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-12,Click_Create_New,T1053,S10053,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-12,Click_Create_New,T1054,S10054,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-12,Click_Create_New,T1055,S10055,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-12,Click_Create_New,T1056,S10056,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-12,Select_Content,T1053,S10053,47,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-12,Select_Content,T1054,S10054,41,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-12,Select_Content,T1055,S10055,54,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-12,Open_Differentiation,T1053,S10053,22,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-12,Open_Differentiation,T1054,S10054,18,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-12,Configure_Levels,T1053,S10053,145,TRUE,2,Assessment_Assignment,Teacher,5
2024-12-12,Configure_Levels,T1054,S10054,198,FALSE,5,Assessment_Assignment,Teacher,5
2024-12-12,Assign_To_Groups,T1053,S10053,68,FALSE,2,Assessment_Assignment,Teacher,6
2024-12-13,Open_Assignments,T1058,S10058,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-13,Open_Assignments,T1059,S10059,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-13,Open_Assignments,T1060,S10060,13,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-13,Open_Assignments,T1061,S10061,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-13,Click_Create_New,T1058,S10058,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-13,Click_Create_New,T1059,S10059,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-13,Click_Create_New,T1060,S10060,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-13,Select_Content,T1058,S10058,45,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-13,Select_Content,T1059,S10059,51,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-13,Open_Differentiation,T1058,S10058,20,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-13,Configure_Levels,T1058,S10058,167,TRUE,3,Assessment_Assignment,Teacher,5
2024-12-13,Assign_To_Groups,T1058,S10058,76,TRUE,1,Assessment_Assignment,Teacher,6
2024-12-13,Complete_And_Publish,T1058,S10058,30,TRUE,0,Assessment_Assignment,Teacher,7
2024-12-14,Open_Assignments,T1062,S10062,12,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-14,Open_Assignments,T1063,S10063,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-14,Open_Assignments,T1064,S10064,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-14,Open_Assignments,T1065,S10065,14,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-14,Open_Assignments,T1066,S10066,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-14,Click_Create_New,T1062,S10062,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-14,Click_Create_New,T1063,S10063,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-14,Click_Create_New,T1064,S10064,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-14,Click_Create_New,T1065,S10065,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-14,Select_Content,T1062,S10062,48,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-14,Select_Content,T1063,S10063,42,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-14,Select_Content,T1064,S10064,55,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-14,Open_Differentiation,T1062,S10062,21,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-14,Open_Differentiation,T1063,S10063,24,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-14,Configure_Levels,T1062,S10062,212,FALSE,5,Assessment_Assignment,Teacher,5
2024-12-14,Configure_Levels,T1063,S10063,134,TRUE,2,Assessment_Assignment,Teacher,5
2024-12-14,Assign_To_Groups,T1063,S10063,82,TRUE,1,Assessment_Assignment,Teacher,6
2024-12-14,Complete_And_Publish,T1063,S10063,28,TRUE,0,Assessment_Assignment,Teacher,7
2024-12-15,Open_Assignments,T1067,S10067,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-15,Open_Assignments,T1068,S10068,13,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-15,Open_Assignments,T1069,S10069,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-15,Open_Assignments,T1070,S10070,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-15,Click_Create_New,T1067,S10067,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-15,Click_Create_New,T1068,S10068,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-15,Click_Create_New,T1069,S10069,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-15,Select_Content,T1067,S10067,46,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-15,Select_Content,T1068,S10068,52,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-15,Open_Differentiation,T1067,S10067,19,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-15,Configure_Levels,T1067,S10067,189,FALSE,4,Assessment_Assignment,Teacher,5
2024-12-16,Open_Assignments,T1071,S10071,12,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-16,Open_Assignments,T1072,S10072,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-16,Open_Assignments,T1073,S10073,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-16,Open_Assignments,T1074,S10074,14,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-16,Open_Assignments,T1075,S10075,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-16,Click_Create_New,T1071,S10071,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-16,Click_Create_New,T1072,S10072,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-16,Click_Create_New,T1073,S10073,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-16,Click_Create_New,T1074,S10074,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-16,Select_Content,T1071,S10071,47,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-16,Select_Content,T1072,S10072,41,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-16,Select_Content,T1073,S10073,54,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-16,Open_Differentiation,T1071,S10071,22,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-16,Open_Differentiation,T1072,S10072,18,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-16,Configure_Levels,T1071,S10071,156,TRUE,3,Assessment_Assignment,Teacher,5
2024-12-16,Configure_Levels,T1072,S10072,223,FALSE,6,Assessment_Assignment,Teacher,5
2024-12-16,Assign_To_Groups,T1071,S10071,71,FALSE,2,Assessment_Assignment,Teacher,6
2024-12-17,Open_Assignments,T1076,S10076,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-17,Open_Assignments,T1077,S10077,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-17,Open_Assignments,T1078,S10078,13,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-17,Open_Assignments,T1079,S10079,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-17,Click_Create_New,T1076,S10076,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-17,Click_Create_New,T1077,S10077,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-17,Click_Create_New,T1078,S10078,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-17,Select_Content,T1076,S10076,45,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-17,Select_Content,T1077,S10077,51,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-17,Open_Differentiation,T1076,S10076,20,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-17,Configure_Levels,T1076,S10076,178,FALSE,4,Assessment_Assignment,Teacher,5
2024-12-18,Open_Assignments,T1080,S10080,12,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-18,Open_Assignments,T1081,S10081,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-18,Open_Assignments,T1082,S10082,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-18,Open_Assignments,T1083,S10083,14,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-18,Open_Assignments,T1084,S10084,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-18,Click_Create_New,T1080,S10080,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-18,Click_Create_New,T1081,S10081,6,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-18,Click_Create_New,T1082,S10082,4,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-18,Click_Create_New,T1083,S10083,5,TRUE,0,Assessment_Assignment,Teacher,2
2024-12-18,Select_Content,T1080,S10080,48,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-18,Select_Content,T1081,S10081,42,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-18,Select_Content,T1082,S10082,55,TRUE,0,Assessment_Assignment,Teacher,3
2024-12-18,Open_Differentiation,T1080,S10080,21,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-18,Open_Differentiation,T1081,S10081,24,TRUE,0,Assessment_Assignment,Teacher,4
2024-12-18,Configure_Levels,T1080,S10080,145,TRUE,2,Assessment_Assignment,Teacher,5
2024-12-18,Configure_Levels,T1081,S10081,198,FALSE,5,Assessment_Assignment,Teacher,5
2024-12-18,Assign_To_Groups,T1080,S10080,77,TRUE,1,Assessment_Assignment,Teacher,6
2024-12-18,Complete_And_Publish,T1080,S10080,31,TRUE,0,Assessment_Assignment,Teacher,7
2024-12-19,Open_Assignments,T1085,S10085,10,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-19,Open_Assignments,T1086,S10086,13,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-19,Open_Assignments,T1087,S10087,11,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-19,Open_Assignments,T1088,S10088,9,TRUE,0,Assessment_Assignment,Teacher,1
2024-12-19,Click_Create_New,T1085,S10085,5,TRUE,0,Assessment_Assignment,Teacher,2
